train_size,MAE_test,lower_ci_mae_test,upper_ci_mae_test
5.0,220.96382930755618,67.83382528305054,792.9429634094228
10.0,95.7556953239441,29.214820632934572,306.6887124443054
15.0,40.36668742179871,23.396557954152424,88.49004706064859
20.0,38.25425486564636,19.14257170677185,103.52864478111263
25.0,26.46741230885188,15.767684388160706,60.568629765510494
30.0,24.27358205159505,13.397660301526388,71.43707975228615
35.0,15.30400094304766,8.485747349262239,26.997553110122674
40.0,12.785325494408607,9.652438020706176,15.169177800416946
45.0,12.826724259058633,8.101643975575765,20.491461226675238
50.0,9.562570414543153,6.975563613176346,13.49849167346954
55.0,8.778313805840233,6.326548106020147,12.912756219777192
60.0,7.726179832220078,6.413274027903875,9.381653439998626
65.0,7.328147359994742,5.275099106935354,9.891261091599096
70.0,7.492116665840149,4.715912671600069,10.631198510953357
75.0,7.4210883935292555,5.037430028518041,11.784806743462878
80.0,6.952613507956267,4.894248081743717,10.142273969948288
85.0,7.267123737755943,5.1093834161758425,12.440042977473311
90.0,6.811168744166691,5.5487501972251465,8.941668297184838
95.0,6.084574543174944,4.2329458368451975,8.450623032921238
100.0,5.987727019786835,3.937605870068073,9.521065170466898
